,Saldo BRL,Saldo Coin,Moeda,Timestamp,Operação
0,99.40477967336626,3.539244217648504e-06,BTC,1624472128,compra
1,98.31929702695528,1.0064900040974342e-05,BTC,1624472197,compra
2,98.31929702695605,9.935763936575656e-06,BTC,1624472847,venda
3,97.72250615200444,1.349970832905276e-05,BTC,1624472857,compra
4,97.72250615200532,1.3349945000511041e-05,BTC,1624473147,venda
5,97.18537156784421,1.6539970114285858e-05,BTC,1624473277,compra
